"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-EE-A2GC-06A-11R-A18T-07",0.0644579825281512,0,0.125319005570125,0.228051449624287,0,0.116194465426289,0.0229947555904916,0.0298963633991855,0.0293094346680116,0,0.0541119914787484,0,0.0226486602875563,0,0.0802263347073054,0.153059582501652,0.0101304932762183,0,0.0267095363704937,0,0.0368899445714847,0,0.01,0.288240661883627,0.969049574645123
"TCGA-D3-A51R-06A-11R-A266-07",0.0997704456118506,0,0.0668404343307765,0,0,0.308633337342232,0,0,0.0529572137757115,0,0.120591615321705,0,0,0.308298593418168,0,0,0,0,0,0.0422144809339533,0.000693879265603791,0,0.96,-0.0371371701166444,1.12659752814139
"TCGA-EE-A3JH-06A-11R-A21D-07",0.0345223726881638,0,0.100086436675561,0.181157205687386,0,0.0660951182043083,0.0182521829530853,0,0.103871559389184,0,0.0517638241618768,0.00183803763256759,0.0477623398091114,0.175557387436365,0.0804949374678098,0.0779458934318462,0.0273699240427057,0,0.0332827804200296,0,0,0,0.03,0.225463021018951,0.993184056596945
"TCGA-D3-A2JL-06A-11R-A18S-07",0.0130677056541025,0,0.045984395594041,0.295892502530603,0,0.0275816109535033,0,0.0501702531342133,0.164340110606263,0,0,0.018087298580454,0,0.210260210982398,0.10993132757365,0.0115011133935341,0.00923814856709667,0,0.0439453224301405,0,0,0,0.13,0.114057327280568,1.06561730734293
"TCGA-D3-A3C1-06A-12R-A18S-07",0.0987704722954255,0,0.0478794265493331,0.222099472129208,0,0.0440284495581967,0,0.0143890181971807,0.119083696412826,0,0,0.0925318670154768,0.0375751246888393,0.0337539280883687,0.00710191800408711,0.248166894672147,0,0,0.0289883785162321,0,0,0.0056313538726789,0.55,0.0104098573382883,1.09326563113514
"TCGA-FS-A1ZZ-06A-11R-A18S-07",0.213072209093575,0,0.135007983069161,0.00354557480677337,0,0.25579350319488,0,0,0,0,0.0579269448412183,0,0.00410008424758525,0,0.0527635927761857,0.277790107970621,0,0,0,0,0,0,0.19,0.0762166546455564,1.07356546866029
"TCGA-D3-A2JA-06A-11R-A18T-07",0.00202619447537781,0.00162820066703025,0.00614713755541163,0,0,0.149644588932591,0,0.00836845385805571,0.0093581309433856,0,0.0637447712590088,0,0,0.358576973131183,0.0418471471193732,0.343296278372505,0,0,0,0.0153621236860786,0,0,0,0.707268015130006,0.72138923464101
"TCGA-EE-A2MK-06A-11R-A18S-07",0.0534739508856368,0,0.0155510493676388,0.300723943806455,0,0.0866757538945285,0,0.0176632842488103,0.0985195107453315,0,0.0477935493226744,0,0.0834883254607646,0.00505767298785642,0.0901206121858058,0.200932347094498,0,0,0,0,0,0,0.14,0.111366434105292,1.05783486884711
"TCGA-FW-A3I3-06A-11R-A21D-07",0.20606165540469,0,0.0739335103663102,0.12182407449679,0,0.240246769999299,0,0.0755513416082655,0,0,0,0.066235793709051,0.0187583566798473,0,0.0124414267221553,0.156843747762187,0,0,0,0.000786543007552619,0.0273167802438515,0,0.59,0.00511457545866326,1.11227937874183
"TCGA-D3-A8GM-06A-11R-A37K-07",0.117635443136207,0,0.0674322351347944,0.107744368530939,0,0.142153156291218,0.00740774940472984,0.0342742398676684,0.0492638693258073,0,0.0779578156912915,0,0.0131699565700631,0.149717018240919,0.0760989556547942,0.157145192151568,0,0,0,0,0,0,0.03,0.225114284737617,0.996104761401777
"TCGA-EB-A5SG-06A-11R-A311-07",0.0519279460040045,0,0.117081585150912,0.322893755846655,0,0.0349398789995514,0.0293070053635868,0.045940693636775,0.0669746586282669,0,0.10566327744998,0.00390079816933398,0.0301639478216745,0.0424388056745343,0.0523236399097216,0.0922371362630764,0.00420687108192797,0,0,0,0,0,0.02,0.25949897407736,0.994353742227942
"TCGA-FS-A1YX-06A-11R-A18T-07",0.0108765524346359,0,0,0,0,0.217801475706827,0.00713557244066818,0,0,0,0.0636104846309707,0,0.0777688922887538,0.0616420196711968,0.0428474669172915,0.501632461264877,0,0,0,0.0166850746447788,0,0,0.64,-0.000263474932230611,1.10781463152923
"TCGA-EE-A2MS-06A-11R-A18S-07",0.103815566943823,0,0.146964114511765,0.247197341547452,0,0.0830403197450163,0,0.0150768525111704,0.0503786147880494,0,0.026536140842604,0.00886179556112554,0.0165941638112327,0,0.0280688337981232,0.270489671823481,0,0,0,0,0,0.00297658411615711,0,0.334128227269128,0.950669064576798
"TCGA-FS-A4F2-06A-11R-A24X-07",0,0.032251626252972,0,0,0,0.179879102734401,0,0,0.00997900424255861,0,0.11432351566429,0,0.107124997792554,0.0581335669785161,0.00289886951694804,0.435337728688356,0.0321599765083445,0,0,0,0.0279116116210594,0,0.77,-0.0137645968479017,1.1044232061196
"TCGA-DA-A95W-06A-11R-A37K-07",0,0.0243003908612484,0.0296304278674442,0.170631974613506,0,0,0.0160853891105086,0.0233046928910332,0.0505197538089673,0,0.0327828328360237,0.00110326837598279,0,0.136383662252104,0.0932291102291984,0.198598344688296,0.0424725316188578,0,0.175441221111117,0,0.00551639973571367,0,0.23,0.061967558829046,1.05410700255269
"TCGA-D9-A3Z1-06A-11R-A239-07",0.0121851502473745,0,0.175768724620831,0.228976427451766,0,0.0725433350773407,0.0295663626859804,0.041609181260661,0.035321578157546,0,0.0975914462605362,0,0.0124652700846417,0.00728865969125058,0.0387368195907548,0.22222328437574,0.025723760495577,0,0,0,0,0,0,0.337408620857051,0.947969771981779
"TCGA-RP-A695-06A-11R-A311-07",0.152168942129051,0,0.0754657705397015,0.26193783253108,0,0.0334889848900158,0,0.0497083118898889,0.05696661660814,0,0.0546659455174809,0,0.0146880560758325,0.0889789703402844,0.0149223492836428,0.184952827883111,0.0120553923117717,0,0,0,0,0,0.05,0.201475835737002,1.01257260874947
"TCGA-EE-A3JI-06A-11R-A21D-07",0.0978495104483161,0,0.0356648734166574,0.0345110545315912,0,0.195427587805447,0,0.0104597603992091,0.00850321643363859,0,0.0459310469403552,0.00278265576210228,0.139432941665598,0,0.0320855560060401,0.386451531648679,0,0,0.010900264942366,0,0,0,0.9,-0.0268537027409924,1.09471796079778
"TCGA-FS-A1ZE-06A-11R-A18T-07",0.1913298357046,0,0,0.0748308660498292,0,0.2050759166569,0,0.00702873020337015,0.0419489096315233,0,0.0362830942213295,0,0.0206967676425386,0.161565117904705,0.0431044021068545,0.195311508747874,0,0,0.0228248511304761,0,0,0,0.99,-0.0639551622060673,1.11648598533083
"TCGA-RP-A693-06A-13R-A311-07",0.0320564879344966,0.000461697655302051,0.136172714109972,0.175775792730522,0,0.0344563960429642,0,0.0409175323693036,0.0243302947011478,0,0.0648692207334565,0,0.0269114067505465,0.0866958423047268,0.0378898347557569,0.332331307054663,0,0,0,0.00374811193329197,0,0.00338336092385011,0.01,0.27576214642985,0.97341786782969
"TCGA-D3-A51J-06A-11R-A266-07",0.0516876276366101,0,0.0561285571084476,0.284667683231525,0,0.055780671204558,0,0.04527807298174,0.113460039698519,0,0.109910198769535,0,0.0607270047537967,0.0462245654975301,0.0477483479447926,0.128387231172947,0,0,0,0,0,0,0.0600000000000001,0.190477678426894,1.02477167743197
"TCGA-EE-A29S-06A-11R-A18T-07",0.0163933814218257,0,0,0.164537323226435,0,0.0562676814731413,0.0309820695942095,0,0.104245093054422,0,0.133417902158276,0,0.0275601442406013,0.261726794918551,0.0744177865953694,0.0919786353018264,0.0235562854262714,0,0.0149169025890711,0,0,0,0.13,0.112041093493308,1.05754544396178
"TCGA-GN-A8LL-06A-21R-A37K-07",0.0934003604712514,0,0.314522113509492,0.15471400994225,0,0.0771840237390115,0,0.0196259112966732,0.0808628049360585,0,0.0294885827986315,0,0.00692655931542802,0.187436705098571,0.000748565155046414,0.0258809208362265,0,0,0,0.00920944290135969,0,0,0.01,0.291523934508691,0.995194765670375
"TCGA-EE-A2MT-06A-11R-A18S-07",0.083370811279906,0,0.257603866577786,0.196924579687861,0,0,0.0290909233652805,0.0318470343022255,0.0750329416588782,0,0.0148595911512517,0.0331934013992697,0.0435110777409301,0.0665080103590297,0.0071125996970195,0.104097795198183,0.00963982890772017,0.0472075386746586,0,0,0,0,0,0.439712171919653,0.899006529701987
"TCGA-D3-A8GN-06A-11R-A37K-07",0.0707705172717819,0,0.333277685819436,0.21615955199004,0,0.0501029544086606,0.00516174591629724,0.0237420308382447,0.0868289740361412,0,0.0552602426634202,0,0.0183898342565653,0.047806444543455,0.0178075805758712,0.043863585306423,0,0.0121754431786357,0,0.0128904914138699,0,0.00576291778115819,0,0.475431532308821,0.884968056024065
"TCGA-FS-A4FD-06A-11R-A266-07",0.0910974261027713,0,0.0452138458997348,0.118358398173679,0,0.0257111902773954,0,0.0727155235182,0.046821892163651,0,0.00415111658007387,0,0.024474913902002,0.339022889015803,0.0427274268749821,0.189705377491707,0,0,0,0,0,0,0.0600000000000001,0.190204660345982,1.02588508660962
"TCGA-GN-A265-06A-21R-A18T-07",0.0154012950752081,0.00577880534378743,0.0784262251623854,0,0,0.262424475543893,0.0273210759146312,0.0117059577077454,0.0421060253665581,0,0.0465806955173537,0,0.0238433225617034,0.128972900341028,0.107219487560342,0.191367846358429,0.00221764733411462,0,0.0566342402128199,0,0,0,0.08,0.154835772951131,1.01993043772299
"TCGA-DA-A95Z-06A-11R-A37K-07",0.00941705050993481,0,0,0.0286838894815853,0,0.17019022391145,0,0.0139076009939863,0.0647374824029486,0,0.0346042817614363,0.0469537276579384,0.0216264290512276,0.137559632324642,0.106670654209929,0.306509930782122,0.0184686066267482,0,0.0406704902860512,0,0,0,0.48,0.0259292438835795,1.08654404513395
"TCGA-DA-A1I4-06A-11R-A18U-07",0,0,0,0,0,0.0921149114484355,0,0.00171377330924197,0.0362197467407314,0,0.0397893040945275,0,0.0511564543075363,0.419463921181894,0,0.256626428502811,0.00843528728698678,0,0.0906842697674417,0,0.0037959033603937,0,0.11,0.132407223459258,1.08205617979899
"TCGA-DA-A1IB-06A-11R-A18S-07",0.107048665608071,0.0873227671213161,0.0681210695909649,0.132701546437563,0,0.114392682873588,0.0255311484954979,0.0323925036792946,0.0375477221187589,0,0.0924236685278476,0,0,0.154981761996912,0.0618029984299309,0.0660321245844419,0.00653303198566571,0,0,0,0.0131683085501482,0,0,0.365287586114713,0.934142506459347
"TCGA-ER-A19M-06A-61R-A239-07",0,0.00870113915030267,0.001847777200913,0.311250308448791,0,0.00800620428872316,0.00519432159438223,0.00163569238348759,0.0149096496897436,0,0,0.0519774315258575,0.0364433196564156,0.198337164905568,0.152441105148156,0.110077933689839,0.00526210414296192,0,0.0618387599026734,0,0.0320770882721864,0,0.04,0.211182416062615,1.0143898955562
"TCGA-W3-AA1Q-06A-11R-A38C-07",0.00725105203659719,0.0161475569591103,0.008701872134421,0.269805734494617,0,0.0784063792932005,0.0316182128676536,0,0.115034437147616,0,0.0976223099328515,0,0.00484971646405415,0.09054749092381,0.0833341546061018,0.0677881166967244,0.0405269547752892,0,0.0729445945641603,0,0.0154214171037931,0,0.54,0.0167261628485489,1.0970719771059
"TCGA-EE-A2M7-06A-11R-A18U-07",0.167888385094347,0.128570617590605,0.0110360969203262,0.11691155855324,0.0584031604254164,0.126965958674777,0.0295749659189854,0,0.0667796563143131,0,0.133936885412674,0,0.0561082457932756,0.0374145178565687,0.0188815184970134,0.0431685633820526,0,0,0,0.00435986956640595,0,0,0.02,0.246593397409771,1.00214969017175
"TCGA-EE-A29N-06A-12R-A18S-07",0.0201773771179245,0.138884404579758,0,0.0358578448189726,0.092381758263913,0.0582190095047421,0.0355998255339084,0,0.0598669474239338,0,0.146901015480432,0,0,0.230184609898671,0.098615321843137,0.0721673250837349,0.0104319201817954,0,0.000712640269077796,0,0,0,0.08,0.161692202867309,1.02803905089078
"TCGA-FR-A8YE-06A-11R-A37K-07",0.179100248427866,0.0745410222674165,0,0.0445908504682993,0.0571150079234186,0.254753674993238,0.0165673218625209,0,0.0195044282058599,0,0.109142602613979,0,0.0148454197735549,0.0294912806846874,0.0145640154778866,0.146689012987483,0,0.0194229483596443,0,0.0178038719722582,0,0.00186829398188784,0,0.437745099486512,0.898511809292064
"TCGA-WE-AAA0-06A-11R-A38C-07",0.249805865782579,0,0.0355649112274211,0.0361293304298586,0,0.194497508920765,0.0253488457485852,0.029266759830899,0.0243215860944668,0,0.117131686159063,0,0,0.178266905235751,0.0299607092043085,0,0.0364468536008653,0,0,0,0.0432590377654382,0,0.31,0.0465260826588569,1.08271597993656
"TCGA-DA-A3F2-06A-11R-A20F-07",0.0213175811397983,0.0018397667163536,0.0713138553991699,0.266271662051886,0,0,0,0.0244263751046297,0.113848426912189,0,0.111068360185087,0,0,0.221308823361392,0.0127568282915158,0.143758137050546,0,0,0,0.0120901837874326,0,0,0.04,0.213472896624094,1.01221620285434
"TCGA-FS-A1ZQ-06A-11R-A18U-07",0.105240401899113,0,0.0028381787811266,0.121793874950267,0,0.127615843049839,0,0.0144068117239001,0.145863264808054,0,0.0661860186086089,0,0.00399826792548059,0.164203582515735,0.035644656080133,0.11557598213751,0.0966331175202318,0,0,0,0,0,0.37,0.0386289635250083,1.07675651755649
"TCGA-EE-A2A1-06A-11R-A18T-07",0.169748138081662,0,0.104552409498622,0.133600973030793,0,0.153783350808145,0,0.0172527614265543,0.0570054468983201,0,0.0515976606898607,0,0.0227171159379367,0.0255168491829669,0.074243459274451,0.169072739620269,0.0121231042939191,0,0.00878599125650093,0,0,0,0,0.397472704138793,0.918495579806654
"TCGA-D3-A5GN-06A-11R-A27Q-07",0,0,0.127368782747444,0.209895663541382,0,0.0376339804591503,0.0179271007695482,0.072899135699077,0.0268602280289133,0,0.0538644808015652,0.00172759339144183,0.00550739891329384,0.318342956302115,0.0623313928923893,0.0656412864536797,0,0,0,0,0,0,0.03,0.231563157408343,1.00365431196665
"TCGA-W3-A828-06A-11R-A352-07",0.0406597534980271,0,0,0.0174232526878521,0,0.246906157632821,0,0.0297693073756308,0,0,0.053101403811562,0.0100490597302215,0.0377163458521997,0.0420950320488591,0.0376497044253987,0.397478548340049,0,0,0.0833000838404805,0,0,0.00385135075689839,0.19,0.0802850511456495,1.05316588395416
"TCGA-D9-A4Z6-06A-12R-A266-07",0.103845971203186,0,0.0113556191785082,0.0112205926503798,0,0.0850950520776535,0,0.0858067756811245,0.0543017565440713,0,0.0763090649879113,0.0115287380001611,0,0.533082950147744,0.00215893647438595,0.0188688288342722,0,0,0,0,0.00642571422060234,0,0.24,0.0593635445941719,1.12191894281791
"TCGA-ER-A19N-06A-11R-A18S-07",0.0647145911019714,0,0.0557917729951662,0.144268681139221,0,0.121394194021485,0,0.0173392304623584,0.0540270072708579,0,0.049821384690736,0,0.0391517176664712,0.181029243967582,0.0384373202923502,0.234024856391801,0,0,0,0,0,0,0.04,0.206781543753613,1.00437712965412
"TCGA-D3-A2J8-06A-11R-A18T-07",0.0454110037475443,0,0.00443878818827828,0.199550063244086,0,0.152501943857332,0.0874259021951129,0,0.0357825467492345,0,0.0921197968122424,0,0,0,0.1418342194797,0.224060578048416,0,0,0.0168751576780545,0,0,0,0.0600000000000001,0.192154176346783,1.02156279685242
"TCGA-FS-A1YY-06A-11R-A18T-07",0,0,0,0,0,0.433503230471469,0,0,0.0145974972811112,0,0.206246024885937,0,0,0.204166054157449,0,0.0647167756610548,0,0,0.0459513575160917,0,0.0308190600268874,0,0.88,-0.0239403540935444,1.13525495054524
"TCGA-EE-A29H-06A-12R-A18S-07",0.140905363189265,0,0.113222702702595,0.108029283118556,0,0.101602423647335,0,0.056928291649095,0.060134013483245,0,0.0646104551057105,0,0.00542209011606198,0.2109839437839,0.0549554060775714,0.0832060271266642,0,0,0,0,0,0,0.02,0.247985012540329,0.990852921212412
"TCGA-EE-A2MI-06A-11R-A18U-07",0,0.0069218690714367,0,0.148908528611173,0,0.156962663856218,0.0441038621555707,0,0.0272385188420195,0,0.0746122670923557,0,0.0932175623140802,0,0.0541679032300415,0.315176933110604,0,0,0.0647816704471494,0,0.0139082212693517,0,0.15,0.105136001282135,1.041630318597
"TCGA-EE-A2GI-06A-11R-A18T-07",0,0.0132494568814757,0.0910888745674722,0.235239501760894,0,0,0.00382803100930822,0.122978544057975,0.0219981734313321,0,0.02303700924239,0.0431458361209406,0.0452717826926488,0.123972336178215,0.128204422295436,0,0.0274064158495555,0,0.0991419238486134,0,0.0214376920637433,0,0.05,0.19939329865026,1.00876556271469
"TCGA-D3-A3C6-06A-12R-A18U-07",0.000739387771384542,0.00382545576556761,0,0,0,0.134938393899427,0,0.0186383756751636,0.0549435995512727,0,0.0883103194851969,0,0,0.605702265785166,0.00501105810907004,0.0764586295702174,0,0,0,0.0114325143875342,0,0,0.12,0.123850300118296,1.12100526675889
"TCGA-EE-A2MC-06A-12R-A18S-07",0.0426945161981607,0,0.030646005590775,0.27464742588485,0,0.165491347276119,0.0371778132693347,0.00990246407281375,0.0265455416503702,0,0.105541182067985,0,0.00391967516050546,0.0413835977332419,0.0737132890704054,0.15928214761024,0,0,0,0.0123024894563505,0,0.0167525049588496,0.0600000000000001,0.189685363556208,1.02555825213795
"TCGA-ER-A195-06A-11R-A18U-07",0.0753447871205361,0,0.0154753377685825,0.229108186103082,0,0.0639930803094318,0.0197695285375001,0.0329034559598521,0.0483999345458353,0,0.0805224847762856,0.0055385093705773,0.0517021773133051,0.0765902381859034,0.0553670342925158,0.211365473226621,0.00970012316244477,0,0.0242196493275274,0,0,0,0.07,0.170661662828455,1.01818295522746
"TCGA-EE-A3J7-06A-11R-A20F-07",0,0,0,0.173911871300846,0,0,0.0300841462271755,0,0.197221834607673,0,0.176961442416795,0,0.0680827454220227,0.0322389050226043,0.00542027692837474,0.178096389370549,0,0,0.13798238870396,0,0,0,0.99,-0.0754321364561714,1.13290873068887
"TCGA-ER-A197-06A-32R-A18S-07",0,0,0.000797528606817052,0.344035070487611,0,0.0663080334299544,0,0.0532117030416931,0.0437332715672704,0,0.0909688773287055,0,0.0586336801889071,0,0.0564179036996673,0.215174492232564,0.00621360715521072,0,0,0.0203413212578814,0,0.0441645110037178,0.1,0.137893987351947,1.05204717474464
"TCGA-EB-A44R-06A-41R-A266-07",0.108573163275101,0,0.0385320439259124,0.303229707818399,0,0.0464785365109634,0,0.0490322779717356,0.0975300971176426,0,0.0926661750141879,0,0.0197938491599938,0.0804605998689441,0.0111374404446546,0.121242680689248,0,0,0,0.031323428203217,0,0,0.04,0.211800468653198,1.01557387418114
"TCGA-WE-A8ZR-06A-11R-A37K-07",0.270236839225439,0,0.0467472140137731,0.0309565901185294,0,0.102485107450905,0.0108481183423878,0.090926055775826,0.00509904585005237,0,0.0571129827740897,0,0,0.304822812020562,0.0198911973961366,0.0590045158471387,0,0,0,0.00186952118515984,0,0,0.01,0.304913188040286,0.971389542359685
"TCGA-Z2-A8RT-06A-11R-A37K-07",0.151268639596302,0,0.01442602252407,0.135010008949645,0,0.20674328807609,0.0038267847946498,0.0490563428896881,0.0191821516158245,0,0.0828175573821511,0,0.0465153772022092,0.00929523409748281,0.0795215613955207,0.193824199370947,0,0,0.00529457242135904,0,0,0.0032182596840608,0.07,0.174732422655777,1.02157464405963
"TCGA-FS-A1ZB-06A-12R-A18S-07",0.00117396148151061,0,0.00121677404760012,0.0304092003688336,0,0.258921418924312,0,0.00380925600408012,0.0237117734466025,0,0.0559949677527182,0.0401142617734374,0.100291812534827,0.0569245167103041,0.0106961530789749,0.314875324770436,0.0269633506725943,0,0.0717480859831521,0,0.00314914245061679,0,0.55,0.0105264176157574,1.08215597044493
"TCGA-D3-A2J6-06A-11R-A18T-07",0,0,0,0.49240688127492,0,0,0.0985041506452556,0.109228962310659,0.00207704984495479,0,0.0297609852666376,0.0373785954617705,0,0.12450455039142,0.0454572200735088,0.0606816047308737,0,0,0,0,0,0,0.54,0.0163062856415347,1.14484330683429
"TCGA-Z2-AA3V-06A-11R-A39D-07",0.0292745398456819,0,0.0239643772968129,0.145364860161777,0,0,0,0.0277271358685745,0.116460047132567,0,0.107437871201442,0.0301775778236432,0,0.282237275343235,0.0528897743585083,0.127379221285595,0,0,0.0570873196821628,0,0,0,0,0.367358643986046,0.934552769966172
"TCGA-FS-A4FB-06A-11R-A266-07",0,0,0.0195021776640179,0,0,0.309540624156586,0,0.00715630446709045,0.0519666649301716,0,0.203940415992994,0,0.0614904678616988,0.314589454389975,0,0.0318138905374658,0,0,0,0,0,0,0.55,0.0112881186365496,1.11869360177292
"TCGA-EE-A2A0-06A-11R-A18T-07",0.00446665068668488,0.0228840716663556,0.110157188028872,0.0897286255917407,0,0.223648885036519,0.0407452863527812,0.000437433915715311,0,0,0.0294686087421717,0,0.0516137024427329,0,0.0486563084537214,0.331373151928877,0.0137462678966827,0,0.0330738192571457,0,0,0,0.03,0.222560753693617,0.990717364164978
"TCGA-WE-A8ZQ-06A-41R-A37K-07",0,0,0,0,0,0.298849231924297,0,0.00664717034961709,0.0580781034755857,0,0.17923979068525,0,0,0.391174178665222,0,0.0129548525752311,0,0,0,0.0291995328247691,0.0238571395000278,0,0.55,0.009942595628266,1.13236964043981
"TCGA-DA-A1HW-06A-11R-A18U-07",0.0679286849847087,0,0.111598331180264,0.272775141057244,0,0.0532678426039205,0.00823439333346944,0.0702249825993058,0.092966236058513,0,0.0990422428379119,0,0.0188662205465196,0.0369200949593791,0.0551816445731191,0.0983329193707936,0.0146612658948515,0,0,0,0,0,0.02,0.263175189764785,0.991185128753978
"TCGA-ER-A3PL-06A-11R-A239-07",0.0644955356093673,0,0.0063338887491149,0.0338029220131893,0,0.0506331110565683,0,0.0531631639130329,0.0381111222477374,0,0.0566339873701695,0,0,0.379423014802062,0.0539639702306377,0.253110699351446,0,0,0,0.0103285846566744,0,0,0.51,0.0204754472310818,1.12247507002605
"TCGA-YD-A9TB-06A-12R-A40A-07",0.0187369152893677,0,0.0572058741834034,0,0,0.271991000796778,0,0.00380055688425959,0.00147468073004472,0,0.0759082138047581,0.0431879211421196,0.101772852969363,0.0363877688635256,0.074708339371057,0.158090396045795,0.0471102976643344,0,0.109625182255194,0,0,0,0.53,0.018995801142782,1.06375065519311
"TCGA-EE-A2GT-06A-12R-A18S-07",0.255108650799391,0,0.055942650931757,0.0751324373593786,0.00488666649474157,0.0769512919529144,0.0120049600307188,0.0768399896613297,0.0825213415627557,0,0.0870473427176398,0,0.00833519951344259,0.110681682285599,0.0144991405902284,0.140048646100103,0,0,0,0,0,0,0,0.443668646691884,0.895708426277683
"TCGA-ER-A19G-06A-11R-A18U-07",0.0712681233766178,0,0.066279514634146,0.0730244938023646,0,0.135499163662801,0.0728441570552218,0,0.0238246019543671,0,0.119557381233925,0,0.0400057195286731,0.222254743945002,0.07503419438781,0.0871501249174711,0,0,0.0132577815016002,0,0,0,0.03,0.242670381139213,0.986579294371294
"TCGA-EE-A2GH-06A-11R-A18T-07",0.0703114247531154,0,0.111788981585948,0.207238161696279,0,0.0484789919959167,0.0601720016302685,0.0693208602179991,0.0595732969713049,0,0.124271443907803,0,0.0184142060933979,0.0482805718886864,0.0634900485945094,0.10862073368013,0.0100392769846409,0,0,0,0,0,0.01,0.267652395011429,0.982713471495116
"TCGA-EE-A2A5-06A-11R-A18T-07",0.131724763338548,0,0,0.0393761611040457,0,0.186157528095184,0,0,0.0454445324465132,0,0.0689170218739166,0,0.051308254042,0.111539330536399,0.0333734970171588,0.300905660378593,0,0,0.0312532511676411,0,0,0,0.73,-0.0093498104729678,1.08747712563323
"TCGA-EE-A185-06A-11R-A18S-07",0,0.0586424789774171,0.0184716413618116,0.00709532711133793,0,0.246754855021076,0,0.018022615711377,0,0,0.231803143209944,0,0,0.30378305816591,0,0.011224135385858,0,0,0,0.0301143212579111,0.0740884237973571,0,0.91,-0.0274552664142988,1.12862337473834
"TCGA-FS-A1ZM-06A-12R-A18S-07",0,0.0218611554238458,0.00413715108935232,0.129510511195123,0,0,0.132007490345656,0.0196389904230928,0.0563246714619452,0,0.189097406706484,0,0.0209801978148131,0.268712435941069,0.0224918745455892,0.121225494904241,0,0,0.0140126201487892,0,0,0,0.36,0.0398446371531801,1.09135592127996
"TCGA-EE-A3JD-06A-11R-A20F-07",0.122738709017762,0.0882491299626118,0.0364405709717239,0.137233853408137,0,0.206124299932445,0.0346008762965644,0.0199108980500489,0.0222849888474178,0,0.0578893636651259,0,0.0173617295636853,0,0.112953357088707,0.144212223195772,0,0,0,0,0,0,0,0.366113650899134,0.935908776408593
"TCGA-FS-A4FC-06A-11R-A24X-07",0.0694972332971108,0,0.024911814108958,0.122535333781493,0,0.0743679842970692,0.00431127396507893,0.0467646008860921,0.0409126295870692,0,0.0808230250219132,0,0.0428094133162483,0.17393360389809,0.108789386271132,0.183143258683186,0,0,0.0272004428865588,0,0,0,0.61,0.00280700764973567,1.08757149379562
"TCGA-D3-A8GI-06A-11R-A37K-07",0,0.00562936620401229,0.00766955921148822,0,0,0.10579023971525,0,0.00823078093386014,0.0669038574717672,0,0.157465927995434,0,0,0.494213579039168,0,0.150421057276141,0,0,0,0.00140157439550859,0.00227405775737032,0,0.04,0.217702520284529,1.04466726817415
"TCGA-EB-A44Q-06A-11R-A266-07",0.0600570364384189,0,0.0117691749381934,0.229585713438789,0,0.10687576828571,0,0.0619156650664546,0.154365340022363,0,0.0127660661213058,0.0341736298707601,0.0664004554207415,0.0550986972124504,0.0715450894667208,0.0948825471898543,0.00135208383341271,0,0.0392127326948252,0,0,0,0.13,0.117680042425656,1.05694933938178
"TCGA-EE-A3AC-06A-11R-A18S-07",0.0355418724528608,0,0.0411955889013771,0.094262530602064,0,0.129903417414229,0.021552148545991,0,0.155725231931149,0,0.0938934182126191,0,0.0659461196818554,0.105220503314197,0.0540984232273638,0.127119184492955,0.0196750736691186,0,0.00355255462703764,0,0.052313932927183,0,0.2,0.0735930956390448,1.05485258210472
"TCGA-D3-A8GV-06A-11R-A37K-07",0,0.0405860536538099,0.00185980326164304,0.0275936223478374,0,0.20944203688185,0,0.0228962826274025,0.0686489055587243,0,0.0870306108463978,0.00631108309168017,0,0.436297124473265,0,0,0,0,0.0764837680349269,0,0.0228507092224623,0,0.18,0.0841307866063652,1.08611425900406
"TCGA-EE-A2A2-06A-11R-A18T-07",0.130268250026744,0.0627142769312036,0.0975233299587429,0.0802612435989876,0,0.133179892654935,0.0185105845971414,0.047945318565327,0.0211480120982388,0,0.122706689782107,0,0.000116484797411253,0.0716859656402043,0.0690955433518561,0.136135704879635,0.00870870311746649,0,0,0,0,0,0.01,0.299689769117537,0.965871299339322
"TCGA-EE-A20F-06A-21R-A18S-07",0.0518761728596322,0,0.141557016773055,0.214833170988945,0,0.0994996949896456,0.00724800815510298,0.0426859045766738,0.0584804438566187,0,0.0563206208437616,0,0.0520847327953093,0.0291966856137162,0.0653561966527562,0.108731180766592,0.0721301711281918,0,0,0,0,0,0.01,0.293892106364472,0.966336807467604
"TCGA-EE-A182-06A-11R-A18T-07",0.000395694528201877,0.00834332687718326,0.015193231362133,0.145353286356087,0,0,0,0.0140779639537718,0.0415576815458235,0,0.0661316450809323,0,0,0.31066248561275,0,0.273138900149425,0,0,0.125145784533692,0,0,0,0.05,0.197421791736264,1.02350935842931
"TCGA-D3-A1Q9-06A-11R-A18T-07",0.0551184690588832,0,0.0803974973539651,0.204916834054806,0,0.0788265704583859,0.0225910220234819,0.0414409999653321,0.0466935269737989,0,0.0660156511079144,0,0,0.181741129579426,0.0326444310057025,0.189613868418305,0,0,0,0,0,0,0.0600000000000001,0.190747998474817,1.0139713685016
